TransactionID,Date,Quantity,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,DayOfWeek,TotalSales,ProductID,CustomerID,StaffID
189,2023-01-08 21:00:00,2,East,Cash,True,Sunny,28.173225290440904,Average,Positive,38,In Store,Sunday,38.11273085376384,189,189,189
190,2023-01-08 22:00:00,5,North,Online,True,Sunny,27.154342182681738,Good,Negative,52,Phone Order,Sunday,86.64449769549472,190,190,190
191,2023-01-08 23:00:00,4,East,Credit Card,False,Rainy,34.22637733312239,Good,Neutral,42,Online Order,Sunday,68.55099026834186,191,191,191
192,2023-01-09 00:00:00,5,North,Cash,False,Sunny,32.63696160253363,Average,Positive,42,Online Order,Monday,91.33182066264828,192,192,192
193,2023-01-09 01:00:00,3,West,Credit Card,True,Sunny,30.83560261449197,Good,Neutral,59,In Store,Monday,46.5015422747447,193,193,193
194,2023-01-09 02:00:00,2,East,Credit Card,False,Rainy,21.169907996141134,Excellent,Positive,53,Online Order,Monday,13.132123892442443,194,194,194
195,2023-01-09 03:00:00,4,West,Credit Card,False,Cloudy,27.154342182681738,Average,Neutral,16,Phone Order,Monday,43.946011284423385,195,195,195
196,2023-01-09 04:00:00,3,North,Online,False,Rainy,27.391720187974336,Poor,Positive,19,Phone Order,Monday,47.54172689090833,196,196,196
197,2023-01-09 05:00:00,3,East,Credit Card,True,Sunny,22.410700237864784,Poor,Neutral,25,In Store,Monday,27.615050735618443,197,197,197
198,2023-01-09 06:00:00,5,West,Credit Card,False,Rainy,34.673981952942114,Excellent,Positive,24,Phone Order,Monday,76.55547731021782,198,198,198
199,2023-01-09 07:00:00,3,North,Credit Card,True,Sunny,22.37780351041114,Poor,Positive,57,In Store,Monday,16.102430172044354,199,199,199
200,2023-01-09 08:00:00,2,West,Online,False,Sunny,27.31201753195961,Poor,Neutral,16,In Store,Monday,19.1841202263878,200,200,200
201,2023-01-09 09:00:00,2,South,Credit Card,False,Rainy,25.461815852622586,Average,Unknown,29,Phone Order,Monday,26.47391008831518,201,201,201
202,2023-01-09 10:00:00,1,North,Credit Card,True,Sunny,29.590796321811467,Excellent,Negative,53,Phone Order,Monday,14.481347442593634,202,202,202
203,2023-01-09 11:00:00,2,North,Cash,False,Cloudy,21.93554613334137,Average,Neutral,55,Phone Order,Monday,27.311219933857323,203,203,203
204,2023-01-09 12:00:00,3,North,Online,True,Sunny,26.454746420635864,Excellent,Positive,51,Phone Order,Monday,46.39903242330433,204,204,204
205,2023-01-09 13:00:00,2,East,Credit Card,False,Rainy,24.120575492107157,Average,Positive,21,Phone Order,Monday,10.182662447195172,205,205,205
206,2023-01-09 14:00:00,5,East,Cash,True,Cloudy,33.31627287007532,Average,Neutral,34,Phone Order,Monday,32.57058999831411,206,206,206
207,2023-01-09 15:00:00,1,East,Online,False,Cloudy,20.608785682020425,Good,Negative,48,Phone Order,Monday,18.03416378418717,207,207,207
208,2023-01-09 16:00:00,3,South,Online,False,Sunny,33.705912410096886,Poor,Neutral,49,Online Order,Monday,45.67868898405725,208,208,208
209,2023-01-09 17:00:00,1,South,Online,False,Rainy,32.494912078295,Excellent,Positive,48,In Store,Monday,6.69397464029017,209,209,209
210,2023-01-09 18:00:00,3,North,Online,True,Sunny,24.46356074661223,Poor,Positive,36,In Store,Monday,52.89334968293607,210,210,210
211,2023-01-09 19:00:00,5,South,Online,True,Sunny,27.154342182681738,Good,Negative,45,Phone Order,Monday,43.16734133684251,211,211,211
212,2023-01-09 20:00:00,1,West,Online,True,Rainy,20.46820340508121,Excellent,Neutral,37,In Store,Monday,12.173898262928352,212,212,212
213,2023-01-09 21:00:00,4,North,Credit Card,False,Rainy,27.154342182681738,Good,Positive,33,Phone Order,Monday,28.711790773079617,213,213,213
214,2023-01-09 22:00:00,3,North,Credit Card,True,Sunny,27.89892413884684,Poor,Positive,18,Online Order,Monday,46.9549525389768,214,214,214
215,2023-01-09 23:00:00,4,West,Credit Card,True,Cloudy,24.54921539098168,Average,Positive,38,In Store,Monday,60.01126526085607,215,215,215
216,2023-01-10 00:00:00,1,North,Credit Card,True,Sunny,25.43874818892016,Good,Neutral,34,In Store,Tuesday,8.166687067492042,216,216,216
217,2023-01-10 01:00:00,4,South,Cash,True,Cloudy,20.99608030190746,Good,Neutral,53,Online Order,Tuesday,71.80404601142011,217,217,217
218,2023-01-10 02:00:00,4,East,Credit Card,True,Sunny,34.84024271063059,Average,Negative,42,Online Order,Tuesday,44.07836145318273,218,218,218
219,2023-01-10 03:00:00,1,West,Online,True,Rainy,20.589379177260387,Poor,Positive,53,Online Order,Tuesday,9.387726366061129,219,219,219
220,2023-01-10 04:00:00,5,South,Credit Card,True,Cloudy,29.823606847217885,Good,Positive,31,In Store,Tuesday,36.42471920984016,220,220,220
221,2023-01-10 05:00:00,4,West,Credit Card,True,Rainy,26.641038915596877,Poor,Negative,33,In Store,Tuesday,35.97008075093225,221,221,221
222,2023-01-10 06:00:00,4,West,Online,True,Rainy,34.23374327283072,Average,Positive,49,Online Order,Tuesday,21.32161527342902,222,222,222
223,2023-01-10 07:00:00,5,North,Credit Card,True,Rainy,23.689996104601928,Excellent,Negative,46,Online Order,Tuesday,68.74431193420867,223,223,223
224,2023-01-10 08:00:00,4,North,Credit Card,False,Rainy,27.98130235907017,Good,Negative,53,Online Order,Tuesday,70.53384478063688,224,224,224
225,2023-01-10 09:00:00,4,South,Credit Card,False,Rainy,27.23534312874129,Poor,Positive,49,Online Order,Tuesday,52.93882696649851,225,225,225
226,2023-01-10 10:00:00,4,West,Cash,True,Sunny,30.54299666075152,Average,Neutral,44,Online Order,Tuesday,33.156437715432546,226,226,226
227,2023-01-10 11:00:00,2,North,Credit Card,False,Cloudy,21.020153479286307,Average,Neutral,31,Phone Order,Tuesday,11.010075346416182,227,227,227
228,2023-01-10 12:00:00,5,North,Online,False,Sunny,22.90683695035032,Good,Neutral,56,Online Order,Tuesday,41.097105494410215,228,228,228
229,2023-01-10 13:00:00,4,West,Online,True,Sunny,23.218472301392747,Excellent,Neutral,43,Phone Order,Tuesday,44.96728568426554,229,229,229
230,2023-01-10 14:00:00,5,South,Credit Card,True,Sunny,31.072261322625344,Good,Positive,20,In Store,Tuesday,81.97085715248474,230,230,230
231,2023-01-10 15:00:00,3,South,Credit Card,True,Rainy,22.8370804449011,Poor,Negative,31,In Store,Tuesday,23.452928364199835,231,231,231
232,2023-01-10 16:00:00,3,West,Credit Card,False,Sunny,28.60237645836465,Average,Negative,31,Phone Order,Tuesday,47.39061540096088,232,232,232
233,2023-01-10 17:00:00,4,South,Online,True,Cloudy,23.228657307514304,Excellent,Positive,28,Online Order,Tuesday,72.01600810111302,233,233,233
234,2023-01-10 18:00:00,5,North,Online,False,Sunny,32.92437425125968,Poor,Neutral,38,In Store,Tuesday,59.04601360812678,234,234,234
235,2023-01-10 19:00:00,5,West,Cash,True,Rainy,34.13278181734458,Good,Negative,51,Online Order,Tuesday,86.6073993731945,235,235,235
236,2023-01-10 20:00:00,5,North,Cash,False,Cloudy,27.154342182681738,Average,Positive,54,Online Order,Tuesday,66.59930110263217,236,236,236
237,2023-01-10 21:00:00,2,East,Cash,False,Cloudy,25.284633263137675,Good,Positive,53,Phone Order,Tuesday,29.11272511242715,237,237,237
238,2023-01-10 22:00:00,3,East,Online,True,Cloudy,23.510866625262487,Excellent,Neutral,46,In Store,Tuesday,38.68253071521912,238,238,238
239,2023-01-10 23:00:00,5,South,Cash,True,Cloudy,20.746715022845656,Excellent,Positive,50,In Store,Tuesday,59.73795375635064,239,239,239
240,2023-01-11 00:00:00,5,East,Credit Card,False,Sunny,24.02750114296243,Excellent,Negative,51,Phone Order,Wednesday,42.599008133188704,240,240,240
241,2023-01-11 01:00:00,2,North,Credit Card,False,Rainy,29.81353669917977,Excellent,Negative,28,Online Order,Wednesday,19.095821783831383,241,241,241
242,2023-01-11 02:00:00,2,East,Online,True,Cloudy,28.004253969638164,Excellent,Positive,41,Online Order,Wednesday,18.69910356830827,242,242,242
243,2023-01-11 03:00:00,5,North,Cash,True,Cloudy,34.16061917421391,Good,Negative,33,In Store,Wednesday,67.2466698215361,243,243,243
244,2023-01-11 04:00:00,1,South,Credit Card,False,Rainy,25.94415893737551,Excellent,Positive,45,Phone Order,Wednesday,6.799305395358349,244,244,244
245,2023-01-11 05:00:00,5,South,Online,True,Sunny,30.40795013492592,Excellent,Negative,23,Phone Order,Wednesday,93.75937680267512,245,245,245
246,2023-01-11 06:00:00,5,North,Cash,False,Cloudy,27.33984121212682,Average,Neutral,52,Online Order,Wednesday,79.0491358962335,246,246,246
247,2023-01-11 07:00:00,2,East,Credit Card,True,Sunny,27.688643238863172,Excellent,Negative,31,Online Order,Wednesday,22.04336892739581,247,247,247
248,2023-01-11 08:00:00,2,South,Cash,True,Sunny,24.016614719061764,Average,Unknown,33,Phone Order,Wednesday,14.75872433579134,248,248,248
249,2023-01-11 09:00:00,5,West,Online,True,Sunny,27.154342182681738,Average,Neutral,58,In Store,Wednesday,91.14941272912267,249,249,249
250,2023-01-11 10:00:00,5,South,Cash,False,Sunny,27.154342182681738,Average,Positive,18,Online Order,Wednesday,86.78335675758738,250,250,250
251,2023-01-11 11:00:00,5,East,Online,True,Cloudy,30.59963782623401,Good,Neutral,25,Phone Order,Wednesday,79.12911645378844,251,251,251
252,2023-01-11 12:00:00,2,West,Cash,False,Cloudy,34.10959998779171,Good,Negative,36,Phone Order,Wednesday,18.146411422337277,252,252,252
253,2023-01-11 13:00:00,5,East,Credit Card,True,Sunny,24.93981916223756,Poor,Negative,18,Phone Order,Wednesday,55.18349780752517,253,253,253
254,2023-01-11 14:00:00,5,North,Online,False,Sunny,20.63300702871948,Poor,Neutral,31,In Store,Wednesday,32.70611893393175,254,254,254
255,2023-01-11 15:00:00,4,West,Online,False,Rainy,27.4444268825096,Average,Positive,22,Online Order,Wednesday,31.342371483651903,255,255,255
256,2023-01-11 16:00:00,1,East,Online,True,Rainy,28.16691998223753,Good,Neutral,48,Online Order,Wednesday,16.745249559750995,256,256,256
257,2023-01-11 17:00:00,3,West,Cash,False,Rainy,22.52660826697873,Excellent,Negative,25,Online Order,Wednesday,47.17674234828077,257,257,257
258,2023-01-11 18:00:00,1,East,Cash,False,Cloudy,31.406969094141,Poor,Negative,45,In Store,Wednesday,13.90228644463902,258,258,258
259,2023-01-11 19:00:00,4,West,Credit Card,False,Rainy,34.77393662662237,Good,Neutral,25,Online Order,Wednesday,73.74360355557037,259,259,259
260,2023-01-11 20:00:00,3,East,Online,False,Cloudy,34.18662075512691,Excellent,Neutral,52,Online Order,Wednesday,41.24699330158704,260,260,260
261,2023-01-11 21:00:00,5,North,Online,True,Cloudy,22.95659058235478,Excellent,Neutral,35,Online Order,Wednesday,60.0225999972708,261,261,261
262,2023-01-11 22:00:00,4,West,Cash,True,Cloudy,33.13044859851141,Good,Negative,44,Online Order,Wednesday,40.42224477834576,262,262,262
263,2023-01-11 23:00:00,5,West,Cash,True,Cloudy,30.56740454617527,Poor,Negative,24,In Store,Wednesday,95.53363793021292,263,263,263
264,2023-01-12 00:00:00,2,West,Credit Card,False,Rainy,26.807698457103672,Good,Negative,40,Phone Order,Thursday,12.481463845730604,264,264,264
265,2023-01-12 01:00:00,4,West,Credit Card,False,Sunny,27.154342182681738,Poor,Positive,41,Phone Order,Thursday,75.8532423236485,265,265,265
266,2023-01-12 02:00:00,2,North,Cash,True,Sunny,32.74400262473687,Average,Negative,22,Online Order,Thursday,34.80143979793055,266,266,266
267,2023-01-12 03:00:00,4,West,Online,True,Sunny,27.2020240945756,Good,Unknown,53,Online Order,Thursday,27.79579547214208,267,267,267
268,2023-01-12 04:00:00,4,South,Credit Card,False,Rainy,25.598110536576904,Good,Positive,22,Online Order,Thursday,53.89906146051521,268,268,268
269,2023-01-12 05:00:00,2,North,Cash,True,Sunny,27.398712395389783,Poor,Positive,22,In Store,Thursday,35.99643945247261,269,269,269
270,2023-01-12 06:00:00,3,South,Cash,True,Rainy,28.68694706052574,Poor,Positive,48,Online Order,Thursday,40.73141236232192,270,270,270
271,2023-01-12 07:00:00,1,West,Online,False,Rainy,22.83616480667523,Good,Positive,30,In Store,Thursday,18.607997323409336,271,271,271
272,2023-01-12 08:00:00,5,East,Cash,True,Rainy,33.51361595400486,Excellent,Positive,55,Online Order,Thursday,95.7237862612032,272,272,272
273,2023-01-12 09:00:00,4,South,Cash,False,Sunny,30.112804232444205,Excellent,Positive,27,Online Order,Thursday,45.343071331058354,273,273,273
274,2023-01-12 10:00:00,5,West,Credit Card,True,Sunny,29.49903376006233,Excellent,Neutral,37,Phone Order,Thursday,53.29852460547427,274,274,274
275,2023-01-12 11:00:00,2,South,Cash,False,Sunny,21.49244339270957,Average,Neutral,26,Online Order,Thursday,38.0896346190747,275,275,275
276,2023-01-12 12:00:00,5,West,Cash,False,Cloudy,29.06260907258888,Average,Neutral,41,In Store,Thursday,75.63550458622511,276,276,276
277,2023-01-12 13:00:00,2,West,Credit Card,False,Rainy,21.814409933577384,Poor,Neutral,36,Phone Order,Thursday,13.48068044044508,277,277,277
278,2023-01-12 14:00:00,5,West,Online,False,Cloudy,21.180465127930987,Average,Negative,46,In Store,Thursday,28.17188119170109,278,278,278
279,2023-01-12 15:00:00,1,East,Online,False,Rainy,27.9096634346359,Excellent,Positive,41,Phone Order,Thursday,13.469435764958948,279,279,279
280,2023-01-12 16:00:00,1,South,Credit Card,True,Sunny,26.041783010697426,Good,Negative,16,In Store,Thursday,18.952564481576367,280,280,280
281,2023-01-12 17:00:00,1,North,Credit Card,True,Rainy,27.154342182681738,Average,Positive,59,Phone Order,Thursday,17.663730536087275,281,281,281
282,2023-01-12 18:00:00,1,North,Online,True,Rainy,21.33833252085858,Average,Positive,47,In Store,Thursday,15.137716196965046,282,282,282
283,2023-01-12 19:00:00,1,North,Online,False,Cloudy,26.46474594270888,Excellent,Negative,40,In Store,Thursday,7.086737733366313,283,283,283
284,2023-01-12 20:00:00,1,North,Online,True,Rainy,27.154342182681738,Average,Neutral,42,Online Order,Thursday,8.813470756230434,284,284,284
285,2023-01-12 21:00:00,2,West,Online,False,Sunny,34.80650128886175,Poor,Negative,33,Phone Order,Thursday,36.26533679657848,285,285,285
286,2023-01-12 22:00:00,4,South,Online,False,Rainy,28.417253186527617,Good,Negative,57,Phone Order,Thursday,30.968434199414027,286,286,286
287,2023-01-12 23:00:00,5,South,Credit Card,True,Rainy,30.31155291411301,Excellent,Positive,19,Online Order,Thursday,45.88295561878259,287,287,287
288,2023-01-13 00:00:00,1,East,Cash,False,Rainy,24.88127421023912,Poor,Positive,47,In Store,Friday,6.944009767931629,288,288,288
289,2023-01-13 01:00:00,2,South,Online,True,Cloudy,21.421083721690163,Excellent,Positive,34,In Store,Friday,30.28324694243233,289,289,289
290,2023-01-13 02:00:00,2,South,Online,False,Rainy,34.63806294175305,Poor,Neutral,44,Phone Order,Friday,38.31946916089629,290,290,290
291,2023-01-13 03:00:00,2,South,Cash,False,Rainy,24.293885530747747,Good,Negative,59,In Store,Friday,18.06904094786158,291,291,291
292,2023-01-13 04:00:00,4,East,Cash,True,Cloudy,26.35712277760361,Good,Negative,22,Phone Order,Friday,48.52439647100442,292,292,292
293,2023-01-13 05:00:00,5,North,Cash,False,Cloudy,29.747958825538625,Poor,Neutral,52,Phone Order,Friday,72.57548047834032,293,293,293
294,2023-01-13 06:00:00,4,South,Cash,True,Cloudy,20.37045946529167,Poor,Negative,31,In Store,Friday,79.96797489293783,294,294,294
295,2023-01-13 07:00:00,3,East,Cash,False,Cloudy,27.154342182681738,Poor,Negative,58,In Store,Friday,19.716362924890745,295,295,295
296,2023-01-13 08:00:00,2,East,Cash,True,Sunny,27.154342182681738,Poor,Positive,15,In Store,Friday,24.957123985171275,296,296,296
297,2023-01-13 09:00:00,3,West,Credit Card,False,Sunny,24.17325780603233,Poor,Neutral,17,Online Order,Friday,32.3304053956125,297,297,297
298,2023-01-13 10:00:00,1,East,Cash,True,Rainy,20.92411977938704,Poor,Positive,40,Phone Order,Friday,17.987302478335327,298,298,298
299,2023-01-13 11:00:00,1,North,Cash,True,Sunny,22.437476232116623,Good,Neutral,45,In Store,Friday,12.13951596517484,299,299,299
300,2023-01-13 12:00:00,4,South,Credit Card,False,Rainy,33.425507882801554,Poor,Positive,22,Online Order,Friday,26.658651475108886,300,300,300
301,2023-01-13 13:00:00,5,East,Cash,True,Sunny,30.290363359038366,Average,Negative,57,In Store,Friday,72.58181089649378,301,301,301
302,2023-01-13 14:00:00,3,North,Online,False,Cloudy,23.748525824553347,Good,Neutral,22,Phone Order,Friday,49.68512782187459,302,302,302
303,2023-01-13 15:00:00,5,East,Online,False,Cloudy,20.984011474175443,Excellent,Neutral,49,Online Order,Friday,25.216093874921093,303,303,303
304,2023-01-13 16:00:00,4,East,Cash,True,Sunny,30.359229685799544,Good,Positive,53,Phone Order,Friday,71.53740112523778,304,304,304
305,2023-01-13 17:00:00,1,East,Credit Card,True,Sunny,28.58611588951648,Excellent,Neutral,42,In Store,Friday,7.790345000084985,305,305,305
306,2023-01-13 18:00:00,5,East,Online,True,Rainy,26.067792866873525,Excellent,Negative,18,In Store,Friday,66.40520234900335,306,306,306
307,2023-01-13 19:00:00,5,East,Credit Card,True,Rainy,25.45417173785096,Average,Negative,30,In Store,Friday,56.18481255155877,307,307,307
308,2023-01-13 20:00:00,1,North,Online,True,Rainy,23.252214138936623,Poor,Negative,27,Online Order,Friday,15.794807249157955,308,308,308
309,2023-01-13 21:00:00,3,South,Cash,False,Cloudy,27.154342182681738,Poor,Positive,34,Online Order,Friday,31.70227266535838,309,309,309
310,2023-01-13 22:00:00,1,South,Credit Card,True,Cloudy,34.56002041690806,Good,Neutral,19,Online Order,Friday,18.046447650225662,310,310,310
311,2023-01-13 23:00:00,5,South,Credit Card,False,Cloudy,22.635728687552387,Poor,Positive,51,Online Order,Friday,79.78722707190927,311,311,311
312,2023-01-14 00:00:00,3,South,Credit Card,True,Cloudy,27.154342182681738,Average,Negative,34,In Store,Saturday,44.14709269783147,312,312,312
313,2023-01-14 01:00:00,3,North,Online,True,Rainy,26.36277583618964,Good,Neutral,38,In Store,Saturday,50.83082680032844,313,313,313
314,2023-01-14 02:00:00,1,West,Online,True,Cloudy,27.154342182681738,Good,Negative,50,In Store,Saturday,16.310345523925733,314,314,314
315,2023-01-14 03:00:00,5,West,Online,False,Cloudy,23.812209201917216,Good,Neutral,48,Online Order,Saturday,27.6954006191165,315,315,315
316,2023-01-14 04:00:00,4,North,Cash,True,Cloudy,32.37702313492129,Poor,Neutral,59,Online Order,Saturday,43.68406123068969,316,316,316
317,2023-01-14 05:00:00,5,North,Online,False,Cloudy,27.278834062208617,Poor,Positive,48,In Store,Saturday,94.81054729873674,317,317,317
318,2023-01-14 06:00:00,2,East,Cash,False,Sunny,28.15108778297396,Poor,Neutral,33,In Store,Saturday,13.771728069766787,318,318,318
319,2023-01-14 07:00:00,4,East,Credit Card,False,Rainy,24.571413691959886,Good,Negative,31,Online Order,Saturday,64.22579302592308,319,319,319
320,2023-01-14 08:00:00,3,East,Credit Card,True,Rainy,22.727126985004247,Good,Unknown,19,Phone Order,Saturday,58.85663151008984,320,320,320
321,2023-01-14 09:00:00,4,South,Cash,False,Cloudy,21.28865582304231,Excellent,Negative,39,In Store,Saturday,23.1319177426983,321,321,321
322,2023-01-14 10:00:00,3,East,Online,True,Sunny,30.71178711387374,Excellent,Positive,32,In Store,Saturday,45.69872462819748,322,322,322
323,2023-01-14 11:00:00,3,West,Cash,False,Rainy,22.943514225317838,Poor,Negative,22,In Store,Saturday,36.06693635854637,323,323,323
324,2023-01-14 12:00:00,4,South,Credit Card,True,Rainy,30.35113031283197,Good,Unknown,41,Online Order,Saturday,54.75051532248333,324,324,324
325,2023-01-14 13:00:00,3,East,Credit Card,False,Cloudy,25.855646690704308,Poor,Negative,29,In Store,Saturday,18.84036014179462,325,325,325
326,2023-01-14 14:00:00,3,South,Cash,True,Cloudy,26.236622014844773,Poor,Negative,59,In Store,Saturday,16.93531283401228,326,326,326
327,2023-01-14 15:00:00,2,West,Online,True,Rainy,27.03766244139157,Excellent,Neutral,27,In Store,Saturday,30.00599981652765,327,327,327
328,2023-01-14 16:00:00,5,East,Online,True,Rainy,25.515627621913147,Average,Negative,30,In Store,Saturday,86.74820723655384,328,328,328
329,2023-01-14 17:00:00,5,West,Cash,False,Sunny,21.50929965833885,Poor,Neutral,36,In Store,Saturday,83.65115011997254,329,329,329
330,2023-01-14 18:00:00,2,West,Cash,False,Rainy,24.64447715004269,Average,Positive,34,Phone Order,Saturday,26.31417183598712,330,330,330
331,2023-01-14 19:00:00,4,West,Online,True,Rainy,29.95601541040908,Average,Negative,27,Phone Order,Saturday,25.99200926817069,331,331,331
332,2023-01-14 20:00:00,1,East,Credit Card,False,Cloudy,29.986766022033063,Good,Positive,34,In Store,Saturday,15.320666657540208,332,332,332
333,2023-01-14 21:00:00,1,North,Cash,False,Rainy,24.29336460859992,Good,Negative,16,In Store,Saturday,8.628333253312189,333,333,333
334,2023-01-14 22:00:00,1,East,Online,False,Cloudy,26.90153939836532,Poor,Negative,49,In Store,Saturday,18.666030541510757,334,334,334
335,2023-01-14 23:00:00,2,West,Online,False,Rainy,22.901708420179062,Excellent,Positive,33,In Store,Saturday,35.147960786371144,335,335,335
336,2023-01-15 00:00:00,2,East,Credit Card,False,Rainy,23.155581222947536,Excellent,Negative,59,Online Order,Sunday,31.281489012621726,336,336,336
337,2023-01-15 01:00:00,3,West,Credit Card,False,Rainy,20.345706326099112,Poor,Negative,51,Online Order,Sunday,57.69806801240088,337,337,337
338,2023-01-15 02:00:00,1,North,Credit Card,False,Sunny,33.451198248616166,Poor,Positive,20,Online Order,Sunday,5.471327322669094,338,338,338
339,2023-01-15 03:00:00,4,South,Credit Card,True,Cloudy,23.160599976123592,Excellent,Negative,28,Phone Order,Sunday,64.17202550364573,339,339,339
340,2023-01-15 04:00:00,4,North,Credit Card,True,Sunny,23.41300815404695,Average,Neutral,18,In Store,Sunday,39.81456676018432,340,340,340
341,2023-01-15 05:00:00,1,North,Cash,False,Rainy,24.194021489676977,Poor,Negative,36,Online Order,Sunday,18.59098828529548,341,341,341
342,2023-01-15 06:00:00,1,South,Online,True,Sunny,21.911121075431435,Average,Negative,53,In Store,Sunday,9.000127949929663,342,342,342
343,2023-01-15 07:00:00,1,East,Cash,True,Cloudy,29.588943247720444,Poor,Unknown,50,In Store,Sunday,15.872847489725256,343,343,343
344,2023-01-15 08:00:00,2,South,Cash,True,Rainy,21.1271442976638,Poor,Unknown,48,Phone Order,Sunday,36.32941058952344,344,344,344
345,2023-01-15 09:00:00,2,East,Cash,False,Sunny,22.01303639489525,Average,Neutral,41,Phone Order,Sunday,11.249704551480471,345,345,345
346,2023-01-15 10:00:00,2,East,Cash,False,Sunny,29.671350898851397,Average,Unknown,21,Online Order,Sunday,21.929427387761084,346,346,346
347,2023-01-15 11:00:00,5,West,Cash,False,Cloudy,25.09490930722164,Excellent,Unknown,17,Online Order,Sunday,82.17317740164539,347,347,347
348,2023-01-15 12:00:00,4,West,Credit Card,False,Sunny,30.61921740051784,Poor,Positive,47,Phone Order,Sunday,47.295133370455225,348,348,348
349,2023-01-15 13:00:00,4,South,Credit Card,False,Cloudy,28.36137117005213,Good,Unknown,16,Phone Order,Sunday,36.03515778761572,349,349,349
350,2023-01-15 14:00:00,3,North,Online,True,Rainy,23.84031759592269,Good,Neutral,56,In Store,Sunday,24.89124069704355,350,350,350
351,2023-01-15 15:00:00,2,South,Cash,False,Rainy,29.76241925733992,Poor,Positive,30,In Store,Sunday,13.945548007491338,351,351,351
352,2023-01-15 16:00:00,5,East,Online,True,Sunny,21.74410520439321,Poor,Negative,39,Online Order,Sunday,89.28471698922117,352,352,352
353,2023-01-15 17:00:00,5,West,Credit Card,False,Rainy,28.04615574620045,Poor,Negative,29,Online Order,Sunday,68.1516552438667,353,353,353
354,2023-01-15 18:00:00,4,South,Credit Card,True,Rainy,26.55722157567552,Average,Positive,38,Phone Order,Sunday,24.58309669948736,354,354,354
355,2023-01-15 19:00:00,2,South,Credit Card,False,Sunny,24.01810374226161,Good,Negative,29,Online Order,Sunday,21.477409707119065,355,355,355
356,2023-01-15 20:00:00,3,West,Cash,False,Rainy,29.0600749660925,Good,Neutral,45,In Store,Sunday,31.548014286229943,356,356,356
357,2023-01-15 21:00:00,2,West,Cash,False,Sunny,27.154342182681738,Good,Negative,28,Phone Order,Sunday,15.45217572128389,357,357,357
358,2023-01-15 22:00:00,1,West,Credit Card,False,Cloudy,27.154342182681738,Poor,Positive,28,In Store,Sunday,11.53261438208286,358,358,358
359,2023-01-15 23:00:00,2,East,Online,False,Cloudy,29.116441531151366,Average,Neutral,20,Phone Order,Sunday,19.96298096179409,359,359,359
360,2023-01-16 00:00:00,1,West,Online,False,Cloudy,26.070588114937557,Poor,Negative,28,Phone Order,Monday,10.127055582382738,360,360,360
361,2023-01-16 01:00:00,1,North,Credit Card,True,Sunny,23.378106503243025,Excellent,Neutral,31,In Store,Monday,16.08539836681938,361,361,361
362,2023-01-16 02:00:00,3,South,Online,False,Sunny,23.85644134092668,Excellent,Positive,32,Online Order,Monday,25.046852347733832,362,362,362
363,2023-01-16 03:00:00,4,West,Credit Card,True,Rainy,27.191824672246483,Good,Negative,34,Online Order,Monday,58.51159753132132,363,363,363
364,2023-01-16 04:00:00,2,West,Online,False,Rainy,25.50916551921064,Poor,Negative,31,Online Order,Monday,27.119488716428044,364,364,364
365,2023-01-16 05:00:00,1,East,Credit Card,True,Rainy,33.70721783937417,Excellent,Neutral,30,Online Order,Monday,13.52138768506801,365,365,365
366,2023-01-16 06:00:00,2,East,Online,True,Rainy,25.524432014835643,Excellent,Negative,54,In Store,Monday,29.89022038425328,366,366,366
367,2023-01-16 07:00:00,4,South,Cash,True,Rainy,25.60166886718153,Poor,Negative,53,Phone Order,Monday,52.90292217173924,367,367,367
368,2023-01-16 08:00:00,4,North,Credit Card,True,Sunny,25.75301768650965,Average,Negative,46,In Store,Monday,72.75530689078307,368,368,368
369,2023-01-16 09:00:00,5,South,Credit Card,True,Sunny,32.54930315551487,Poor,Negative,58,Online Order,Monday,75.66850689626949,369,369,369
370,2023-01-16 10:00:00,4,West,Online,True,Cloudy,29.76182481270353,Poor,Positive,23,Online Order,Monday,52.81779508228329,370,370,370
371,2023-01-16 11:00:00,3,North,Credit Card,False,Cloudy,29.21253275478339,Average,Negative,41,In Store,Monday,52.339340412944026,371,371,371
372,2023-01-16 12:00:00,1,North,Credit Card,True,Cloudy,25.01214533575793,Good,Unknown,47,Phone Order,Monday,14.092198474002195,372,372,372
373,2023-01-16 13:00:00,5,North,Credit Card,False,Cloudy,32.268562652486594,Good,Positive,24,In Store,Monday,46.835818583888425,373,373,373
374,2023-01-16 14:00:00,3,North,Cash,False,Sunny,20.57545792033552,Good,Neutral,31,In Store,Monday,24.319271317945702,374,374,374
375,2023-01-16 15:00:00,2,South,Cash,True,Sunny,33.061957585071696,Average,Neutral,50,In Store,Monday,14.569833569880364,375,375,375
376,2023-01-16 16:00:00,1,East,Online,True,Sunny,27.691248496908944,Excellent,Neutral,31,Phone Order,Monday,18.491828188191526,376,376,376
377,2023-01-16 17:00:00,4,East,Cash,False,Rainy,25.973753522951192,Average,Positive,32,In Store,Monday,62.60812590788395,377,377,377
378,2023-01-16 18:00:00,1,West,Online,True,Rainy,27.457509210765284,Poor,Positive,37,In Store,Monday,19.06067657246481,378,378,378
379,2023-01-16 19:00:00,2,East,Cash,True,Cloudy,30.01123295800747,Average,Positive,48,Online Order,Monday,28.09875417144829,379,379,379
